<NUMBER OF NODES> 	14478
<NUMBER OF LINKS> 	54838
<END OF METADATA>		


~ 	init 	term 	: 	flow 	cost 	; 
	12118 	244 	: 	0 	inf 	; 
	12118 	1095 	: 	0 	inf 	; 
	12118 	2024 	: 	0 	inf 	; 
	12118 	6142 	: 	0 	inf 	; 
	12118 	6896 	: 	0 	inf 	; 
	12119 	4112 	: 	12 	48.6351 	; 
	12119 	5125 	: 	53.3333 	44.4983 	; 
	12119 	5377 	: 	716.667 	48.4963 	; 
	12119 	9667 	: 	29.3333 	35.6728 	; 
	12119 	10367 	: 	398 	58.1872 	; 
	12120 	4112 	: 	0 	inf 	; 
	12120 	5125 	: 	0 	inf 	; 
	12120 	5377 	: 	0 	inf 	; 
	12120 	9667 	: 	0 	inf 	; 
	12120 	10367 	: 	0 	inf 	; 
	12121 	244 	: 	94.6667 	29.6443 	; 
	12121 	1095 	: 	484.667 	50.678 	; 
	12121 	2024 	: 	6.66667 	48.8417 	; 
	12121 	6142 	: 	0 	36.5201 	; 
	12121 	6896 	: 	466.667 	42.0805 	; 
	12122 	244 	: 	0 	inf 	; 
	12122 	1095 	: 	0 	inf 	; 
	12122 	2024 	: 	0 	inf 	; 
	12122 	6142 	: 	0 	inf 	; 
	12122 	6896 	: 	0 	inf 	; 
	12123 	244 	: 	0 	142.106 	; 
	12123 	1095 	: 	0 	120.491 	; 
	12123 	2024 	: 	232.667 	118.68 	; 
	12123 	4598 	: 	358 	160.315 	; 
	12123 	5544 	: 	12 	137.98 	; 
	12124 	244 	: 	0 	inf 	; 
	12124 	1095 	: 	0 	inf 	; 
	12124 	2024 	: 	0 	inf 	; 
	12124 	4598 	: 	0 	inf 	; 
	12124 	5544 	: 	0 	inf 	; 
	12125 	4112 	: 	0 	100.259 	; 
	12125 	4598 	: 	654.667 	83.6465 	; 
	12125 	5125 	: 	0 	109.196 	; 
	12125 	5544 	: 	386 	79.172 	; 
	12125 	10367 	: 	0 	91.2615 	; 
	12126 	4112 	: 	0 	inf 	; 
	12126 	4598 	: 	0 	inf 	; 
	12126 	5125 	: 	0 	inf 	; 
	12126 	5544 	: 	0 	inf 	; 
	12126 	10367 	: 	0 	inf 	; 
	12127 	6032 	: 	294.667 	100.392 	; 
	12127 	6460 	: 	0 	97.7141 	; 
	12127 	6769 	: 	0 	100.535 	; 
	12127 	6859 	: 	399.333 	95.9122 	; 
	12127 	8345 	: 	262.667 	102.812 	; 
	12128 	6032 	: 	0 	inf 	; 
	12128 	6460 	: 	0 	inf 	; 
	12128 	6769 	: 	0 	inf 	; 
	12128 	6859 	: 	0 	inf 	; 
	12128 	8345 	: 	0 	inf 	; 
	12129 	1103 	: 	264.667 	62.8822 	; 
	12129 	2850 	: 	40.6667 	62.4463 	; 
	12129 	5100 	: 	186 	74.5402 	; 
	12129 	6017 	: 	241.333 	65.3032 	; 
	12129 	10835 	: 	0 	65.6958 	; 
	12130 	1103 	: 	0 	inf 	; 
	12130 	2850 	: 	0 	inf 	; 
	12130 	5100 	: 	0 	inf 	; 
	12130 	6017 	: 	0 	inf 	; 
	12130 	10835 	: 	0 	inf 	; 
	12131 	1354 	: 	0 	88.949 	; 
	12131 	3591 	: 	212.105 	83.9421 	; 
	12131 	7502 	: 	637.895 	69.9194 	; 
	12131 	8864 	: 	86 	67.9005 	; 
	12131 	9259 	: 	0 	76.4366 	; 
	12132 	1354 	: 	0 	inf 	; 
	12132 	3591 	: 	0 	inf 	; 
	12132 	7502 	: 	0 	inf 	; 
	12132 	8864 	: 	0 	inf 	; 
	12132 	9259 	: 	0 	inf 	; 
	12133 	7502 	: 	41.3333 	86.1792 	; 
	12133 	7623 	: 	636 	100.633 	; 
	12133 	7627 	: 	4 	95.1108 	; 
	12133 	8864 	: 	246 	88.1773 	; 
	12133 	9259 	: 	0 	97.3245 	; 
	12134 	7502 	: 	0 	inf 	; 
	12134 	7623 	: 	0 	inf 	; 
	12134 	7627 	: 	0 	inf 	; 
	12134 	8864 	: 	0 	inf 	; 
	12134 	9259 	: 	0 	inf 	; 
	12135 	3677 	: 	47.3333 	86.4003 	; 
	12135 	7288 	: 	396.667 	104.242 	; 
	12135 	8405 	: 	0 	100.416 	; 
	12135 	8698 	: 	122 	92.769 	; 
	12135 	10588 	: 	6.66667 	108.884 	; 
	12136 	3677 	: 	0 	inf 	; 
	12136 	7288 	: 	0 	inf 	; 
	12136 	8405 	: 	0 	inf 	; 
	12136 	8698 	: 	0 	inf 	; 
	12136 	10588 	: 	0 	inf 	; 
	12137 	1354 	: 	14.6667 	244.115 	; 
	12137 	3591 	: 	216.667 	246.179 	; 
	12137 	7502 	: 	19.3333 	248.134 	; 
	12137 	7627 	: 	499.333 	262.922 	; 
	12137 	8864 	: 	22 	250.13 	; 
	12138 	1354 	: 	0 	inf 	; 
	12138 	3591 	: 	0 	inf 	; 
	12138 	7502 	: 	0 	inf 	; 
	12138 	7627 	: 	0 	inf 	; 
	12138 	8864 	: 	0 	inf 	; 
	12139 	4112 	: 	283.537 	222.345 	; 
	12139 	4598 	: 	302.463 	214.72 	; 
	12139 	5125 	: 	21.3333 	220.29 	; 
	12139 	7716 	: 	0 	237.126 	; 
	12139 	10367 	: 	298 	215.059 	; 
	12140 	4112 	: 	0 	inf 	; 
	12140 	4598 	: 	0 	inf 	; 
	12140 	5125 	: 	0 	inf 	; 
	12140 	7716 	: 	0 	inf 	; 
	12140 	10367 	: 	0 	inf 	; 
	12141 	4598 	: 	306.667 	349.917 	; 
	12141 	5125 	: 	10.6667 	355.569 	; 
	12141 	7627 	: 	112.667 	392.768 	; 
	12141 	7716 	: 	0 	368.81 	; 
	12141 	10367 	: 	231.333 	351.12 	; 
	12142 	4598 	: 	0 	inf 	; 
	12142 	5125 	: 	0 	inf 	; 
	12142 	7627 	: 	0 	inf 	; 
	12142 	7716 	: 	0 	inf 	; 
	12142 	10367 	: 	0 	inf 	; 
	12143 	244 	: 	48.6667 	238.871 	; 
	12143 	1095 	: 	882 	240.837 	; 
	12143 	2024 	: 	106 	237.678 	; 
	12143 	6142 	: 	0 	250.692 	; 
	12143 	6896 	: 	542 	250.718 	; 
	12144 	244 	: 	0 	inf 	; 
	12144 	1095 	: 	0 	inf 	; 
	12144 	2024 	: 	0 	inf 	; 
	12144 	6142 	: 	0 	inf 	; 
	12144 	6896 	: 	0 	inf 	; 
	12145 	1578 	: 	0 	239.998 	; 
	12145 	2371 	: 	0 	241.61 	; 
	12145 	6896 	: 	45.3333 	250.87 	; 
	12145 	8092 	: 	540.667 	229.915 	; 
	12145 	9733 	: 	0 	245.103 	; 
	12146 	1578 	: 	0 	inf 	; 
	12146 	2371 	: 	0 	inf 	; 
	12146 	6896 	: 	0 	inf 	; 
	12146 	8092 	: 	0 	inf 	; 
	12146 	9733 	: 	0 	inf 	; 
	12147 	938 	: 	0 	176.94 	; 
	12147 	941 	: 	1555.33 	169.728 	; 
	12147 	1239 	: 	80 	164.37 	; 
	12147 	5159 	: 	11.3333 	181.741 	; 
	12147 	8757 	: 	0 	164.79 	; 
	12148 	938 	: 	0 	inf 	; 
	12148 	941 	: 	0 	inf 	; 
	12148 	1239 	: 	0 	inf 	; 
	12148 	5159 	: 	0 	inf 	; 
	12148 	8757 	: 	0 	inf 	; 
	12149 	940 	: 	1082 	312.333 	; 
	12149 	941 	: 	0 	313.645 	; 
	12149 	1239 	: 	67.3333 	307.258 	; 
	12149 	8757 	: 	0 	312.666 	; 
	12149 	11055 	: 	215.333 	317.492 	; 
	12150 	940 	: 	0 	inf 	; 
	12150 	941 	: 	0 	inf 	; 
	12150 	1239 	: 	0 	inf 	; 
	12150 	8757 	: 	0 	inf 	; 
	12150 	11055 	: 	0 	inf 	; 
	12151 	586 	: 	0 	91.5393 	; 
	12151 	1069 	: 	54 	83.72 	; 
	12151 	5511 	: 	562.667 	89.1476 	; 
	12151 	7616 	: 	0 	103.126 	; 
	12151 	9549 	: 	224 	91.3775 	; 
	12152 	586 	: 	0 	inf 	; 
	12152 	1069 	: 	0 	inf 	; 
	12152 	5511 	: 	0 	inf 	; 
	12152 	7616 	: 	0 	inf 	; 
	12152 	9549 	: 	0 	inf 	; 
	12153 	586 	: 	0 	74.0267 	; 
	12153 	1069 	: 	40 	67.5196 	; 
	12153 	1862 	: 	0 	95.0636 	; 
	12153 	5511 	: 	479.333 	75.5817 	; 
	12153 	9549 	: 	207.333 	71.3039 	; 
	12154 	586 	: 	0 	inf 	; 
	12154 	1069 	: 	0 	inf 	; 
	12154 	1862 	: 	0 	inf 	; 
	12154 	5511 	: 	0 	inf 	; 
	12154 	9549 	: 	0 	inf 	; 
	12155 	1028 	: 	0 	119.839 	; 
	12155 	1554 	: 	0 	136.638 	; 
	12155 	2817 	: 	0 	137.809 	; 
	12155 	8742 	: 	183.333 	111.591 	; 
	12155 	10780 	: 	374.667 	153.788 	; 
	12156 	1028 	: 	0 	inf 	; 
	12156 	1554 	: 	0 	inf 	; 
	12156 	2817 	: 	0 	inf 	; 
	12156 	8742 	: 	0 	inf 	; 
	12156 	10780 	: 	0 	inf 	; 
	12157 	2210 	: 	0 	327.449 	; 
	12157 	2332 	: 	0 	732.962 	; 
	12157 	2334 	: 	1545.33 	96.17 	; 
	12157 	2947 	: 	0 	241.622 	; 
	12157 	5069 	: 	0 	354.72 	; 
	12158 	2210 	: 	0 	inf 	; 
	12158 	2332 	: 	0 	inf 	; 
	12158 	2334 	: 	0 	inf 	; 
	12158 	2947 	: 	0 	inf 	; 
	12158 	5069 	: 	0 	inf 	; 
	12159 	2210 	: 	0 	294.798 	; 
	12159 	5069 	: 	976.667 	268.816 	; 
	12159 	8794 	: 	0 	226.453 	; 
	12159 	9489 	: 	580.667 	178.171 	; 
	12159 	9633 	: 	0 	268.573 	; 
	12160 	2210 	: 	0 	inf 	; 
	12160 	5069 	: 	0 	inf 	; 
	12160 	8794 	: 	0 	inf 	; 
	12160 	9489 	: 	0 	inf 	; 
	12160 	9633 	: 	0 	inf 	; 
	12161 	258 	: 	0 	541.45 	; 
	12161 	3930 	: 	98.6667 	568.899 	; 
	12161 	7374 	: 	0 	569.784 	; 
	12161 	7806 	: 	889.333 	536.341 	; 
	12161 	8964 	: 	0 	573.751 	; 
	12162 	258 	: 	0 	inf 	; 
	12162 	3930 	: 	0 	inf 	; 
	12162 	7374 	: 	0 	inf 	; 
	12162 	7806 	: 	0 	inf 	; 
	12162 	8964 	: 	0 	inf 	; 
	12163 	1490 	: 	4.66667 	251.177 	; 
	12163 	1957 	: 	0 	289.775 	; 
	12163 	9127 	: 	0 	294.7 	; 
	12163 	9222 	: 	0 	289.399 	; 
	12163 	9921 	: 	2197.33 	248.975 	; 
	12164 	1490 	: 	0 	inf 	; 
	12164 	1957 	: 	0 	inf 	; 
	12164 	9127 	: 	0 	inf 	; 
	12164 	9222 	: 	0 	inf 	; 
	12164 	9921 	: 	0 	inf 	; 
	12165 	5438 	: 	930.667 	1422.42 	; 
	12165 	8383 	: 	0 	1481.79 	; 
	12165 	8389 	: 	0 	1470.63 	; 
	12165 	11082 	: 	149.333 	1421.78 	; 
	12165 	11219 	: 	0 	1583.23 	; 
	12166 	5438 	: 	0 	inf 	; 
	12166 	8383 	: 	0 	inf 	; 
	12166 	8389 	: 	0 	inf 	; 
	12166 	11082 	: 	0 	inf 	; 
	12166 	11219 	: 	0 	inf 	; 
	12167 	3671 	: 	0 	570.626 	; 
	12167 	3676 	: 	0 	572.152 	; 
	12167 	5857 	: 	1810.67 	564.056 	; 
	12167 	6430 	: 	0 	568.8 	; 
	12167 	8630 	: 	0 	580.316 	; 
	12168 	3671 	: 	0 	inf 	; 
	12168 	3676 	: 	0 	inf 	; 
	12168 	5857 	: 	0 	inf 	; 
	12168 	6430 	: 	0 	inf 	; 
	12168 	8630 	: 	0 	inf 	; 
	12169 	5002 	: 	0 	423.342 	; 
	12169 	6834 	: 	0 	426.019 	; 
	12169 	7185 	: 	0 	425.216 	; 
	12169 	9601 	: 	910 	419.394 	; 
	12169 	10110 	: 	0 	427.414 	; 
	12170 	5002 	: 	0 	inf 	; 
	12170 	6834 	: 	0 	inf 	; 
	12170 	7185 	: 	0 	inf 	; 
	12170 	9601 	: 	0 	inf 	; 
	12170 	10110 	: 	0 	inf 	; 
	12171 	4046 	: 	15.3333 	116.792 	; 
	12171 	4238 	: 	323.022 	117.579 	; 
	12171 	4420 	: 	0 	144.233 	; 
	12171 	8580 	: 	0 	82.1031 	; 
	12171 	10376 	: 	347.644 	47.2889 	; 
	12172 	4046 	: 	0 	inf 	; 
	12172 	4238 	: 	0 	inf 	; 
	12172 	4420 	: 	0 	inf 	; 
	12172 	8580 	: 	0 	inf 	; 
	12172 	10376 	: 	0 	inf 	; 
	12173 	1242 	: 	0 	276.834 	; 
	12173 	4420 	: 	0 	268.443 	; 
	12173 	4421 	: 	0 	275.372 	; 
	12173 	8580 	: 	648 	241.962 	; 
	12173 	10376 	: 	783.333 	235.937 	; 
	12174 	1242 	: 	0 	inf 	; 
	12174 	4420 	: 	0 	inf 	; 
	12174 	4421 	: 	0 	inf 	; 
	12174 	8580 	: 	0 	inf 	; 
	12174 	10376 	: 	0 	inf 	; 
	12175 	1244 	: 	0 	359.334 	; 
	12175 	4423 	: 	0 	360.156 	; 
	12175 	4424 	: 	0 	356.85 	; 
	12175 	5072 	: 	725.527 	354.096 	; 
	12175 	7708 	: 	530.473 	362.059 	; 
	12176 	1244 	: 	0 	inf 	; 
	12176 	4423 	: 	0 	inf 	; 
	12176 	4424 	: 	0 	inf 	; 
	12176 	5072 	: 	0 	inf 	; 
	12176 	7708 	: 	0 	inf 	; 
	12177 	4420 	: 	100 	486.954 	; 
	12177 	5461 	: 	14.6667 	471.467 	; 
	12177 	5462 	: 	759.333 	471.213 	; 
	12177 	8580 	: 	196 	473.013 	; 
	12177 	10376 	: 	46 	471.553 	; 
	12178 	4420 	: 	0 	inf 	; 
	12178 	5461 	: 	0 	inf 	; 
	12178 	5462 	: 	0 	inf 	; 
	12178 	8580 	: 	0 	inf 	; 
	12178 	10376 	: 	0 	inf 	; 
	12179 	1952 	: 	0 	344.497 	; 
	12179 	6132 	: 	1312.67 	349.289 	; 
	12179 	6824 	: 	0 	348.568 	; 
	12179 	8560 	: 	0 	343.982 	; 
	12179 	9178 	: 	36 	342.69 	; 
	12180 	1952 	: 	0 	inf 	; 
	12180 	6132 	: 	0 	inf 	; 
	12180 	6824 	: 	0 	inf 	; 
	12180 	8560 	: 	0 	inf 	; 
	12180 	9178 	: 	0 	inf 	; 
	12181 	615 	: 	404.667 	321.034 	; 
	12181 	1302 	: 	0 	341.898 	; 
	12181 	1952 	: 	0 	413.641 	; 
	12181 	8560 	: 	0 	412.547 	; 
	12181 	9178 	: 	7.33333 	408.654 	; 
	12182 	615 	: 	0 	inf 	; 
	12182 	1302 	: 	0 	inf 	; 
	12182 	1952 	: 	0 	inf 	; 
	12182 	8560 	: 	0 	inf 	; 
	12182 	9178 	: 	0 	inf 	; 
	12183 	615 	: 	728 	260.231 	; 
	12183 	1302 	: 	0 	334.284 	; 
	12183 	3715 	: 	0 	274.537 	; 
	12183 	3883 	: 	0 	436.328 	; 
	12183 	5159 	: 	0 	376.513 	; 
	12184 	615 	: 	0 	inf 	; 
	12184 	1302 	: 	0 	inf 	; 
	12184 	3715 	: 	0 	inf 	; 
	12184 	3883 	: 	0 	inf 	; 
	12184 	5159 	: 	0 	inf 	; 
	12185 	7183 	: 	0 	322.032 	; 
	12185 	7187 	: 	45.3333 	313.487 	; 
	12185 	8092 	: 	13.3333 	316.568 	; 
	12185 	8994 	: 	586.667 	324.75 	; 
	12185 	10691 	: 	496.667 	309.813 	; 
	12186 	7183 	: 	0 	inf 	; 
	12186 	7187 	: 	0 	inf 	; 
	12186 	8092 	: 	0 	inf 	; 
	12186 	8994 	: 	0 	inf 	; 
	12186 	10691 	: 	0 	inf 	; 
	12187 	768 	: 	0 	281.027 	; 
	12187 	3142 	: 	292 	268.171 	; 
	12187 	6273 	: 	390.667 	299.368 	; 
	12187 	8106 	: 	0 	283.135 	; 
	12187 	11399 	: 	58.6667 	304.401 	; 
	12188 	768 	: 	0 	inf 	; 
	12188 	3142 	: 	0 	inf 	; 
	12188 	6273 	: 	0 	inf 	; 
	12188 	8106 	: 	0 	inf 	; 
	12188 	11399 	: 	0 	inf 	; 
	12189 	278 	: 	567.645 	177.151 	; 
	12189 	4417 	: 	0 	185.733 	; 
	12189 	6273 	: 	174.355 	168.19 	; 
	12189 	10372 	: 	0 	181.776 	; 
	12189 	11399 	: 	723.333 	166.586 	; 
	12190 	278 	: 	0 	inf 	; 
	12190 	4417 	: 	0 	inf 	; 
	12190 	6273 	: 	0 	inf 	; 
	12190 	10372 	: 	0 	inf 	; 
	12190 	11399 	: 	0 	inf 	; 
	12191 	278 	: 	233.333 	41.255 	; 
	12191 	4417 	: 	0 	64.5902 	; 
	12191 	6273 	: 	0 	43.196 	; 
	12191 	10372 	: 	0 	57.2438 	; 
	12191 	11399 	: 	200 	30.5635 	; 
	12192 	278 	: 	0 	inf 	; 
	12192 	4417 	: 	0 	inf 	; 
	12192 	6273 	: 	0 	inf 	; 
	12192 	10372 	: 	0 	inf 	; 
	12192 	11399 	: 	0 	inf 	; 
	12193 	990 	: 	23.3333 	184.823 	; 
	12193 	7183 	: 	0 	172.478 	; 
	12193 	7187 	: 	4 	175.598 	; 
	12193 	8994 	: 	652 	167.317 	; 
	12193 	10691 	: 	296.667 	186.995 	; 
	12194 	990 	: 	0 	inf 	; 
	12194 	7183 	: 	0 	inf 	; 
	12194 	7187 	: 	0 	inf 	; 
	12194 	8994 	: 	0 	inf 	; 
	12194 	10691 	: 	0 	inf 	; 
	12195 	78 	: 	0 	453.429 	; 
	12195 	441 	: 	0 	460.886 	; 
	12195 	990 	: 	1188.67 	447.74 	; 
	12195 	10691 	: 	661.333 	450.206 	; 
	12195 	10761 	: 	0 	468.531 	; 
	12196 	78 	: 	0 	inf 	; 
	12196 	441 	: 	0 	inf 	; 
	12196 	990 	: 	0 	inf 	; 
	12196 	10691 	: 	0 	inf 	; 
	12196 	10761 	: 	0 	inf 	; 
	12197 	4159 	: 	226.667 	164.15 	; 
	12197 	4566 	: 	212.667 	170.815 	; 
	12197 	6568 	: 	0 	173.573 	; 
	12197 	10104 	: 	60.6667 	163.591 	; 
	12197 	10646 	: 	0 	172.446 	; 
	12198 	4159 	: 	0 	inf 	; 
	12198 	4566 	: 	0 	inf 	; 
	12198 	6568 	: 	0 	inf 	; 
	12198 	10104 	: 	0 	inf 	; 
	12198 	10646 	: 	0 	inf 	; 
	12199 	5308 	: 	659.333 	51.7343 	; 
	12199 	5466 	: 	0 	58.9955 	; 
	12199 	6073 	: 	620 	57.0752 	; 
	12199 	7957 	: 	0 	64.4216 	; 
	12199 	8536 	: 	0 	57.6732 	; 
	12200 	5308 	: 	0 	inf 	; 
	12200 	5466 	: 	0 	inf 	; 
	12200 	6073 	: 	0 	inf 	; 
	12200 	7957 	: 	0 	inf 	; 
	12200 	8536 	: 	0 	inf 	; 
	12201 	1393 	: 	53.3333 	84.3819 	; 
	12201 	4397 	: 	0 	86.9498 	; 
	12201 	5040 	: 	272.667 	85.937 	; 
	12201 	7456 	: 	220 	90.6649 	; 
	12201 	8895 	: 	0 	88.1661 	; 
	12202 	1393 	: 	0 	inf 	; 
	12202 	4397 	: 	0 	inf 	; 
	12202 	5040 	: 	0 	inf 	; 
	12202 	7456 	: 	0 	inf 	; 
	12202 	8895 	: 	0 	inf 	; 
	12203 	1988 	: 	282 	77.1257 	; 
	12203 	5461 	: 	6 	78.0686 	; 
	12203 	5462 	: 	248 	77.3561 	; 
	12203 	6770 	: 	0 	104.825 	; 
	12203 	11038 	: 	0 	83.3368 	; 
	12204 	1988 	: 	0 	inf 	; 
	12204 	5461 	: 	0 	inf 	; 
	12204 	5462 	: 	0 	inf 	; 
	12204 	6770 	: 	0 	inf 	; 
	12204 	11038 	: 	0 	inf 	; 
	12205 	1988 	: 	450.667 	222.81 	; 
	12205 	3835 	: 	524.667 	226.33 	; 
	12205 	5461 	: 	10 	226.59 	; 
	12205 	5462 	: 	21.3333 	225.936 	; 
	12205 	11038 	: 	0 	223.368 	; 
	12206 	1988 	: 	0 	inf 	; 
	12206 	3835 	: 	0 	inf 	; 
	12206 	5461 	: 	0 	inf 	; 
	12206 	5462 	: 	0 	inf 	; 
	12206 	11038 	: 	0 	inf 	; 
	12207 	1410 	: 	0 	244.656 	; 
	12207 	3142 	: 	9.33333 	241.668 	; 
	12207 	5461 	: 	777.333 	224.889 	; 
	12207 	6770 	: 	16 	217.344 	; 
	12207 	9119 	: 	0 	226.196 	; 
	12208 	1410 	: 	0 	inf 	; 
	12208 	3142 	: 	0 	inf 	; 
	12208 	5461 	: 	0 	inf 	; 
	12208 	6770 	: 	0 	inf 	; 
	12208 	9119 	: 	0 	inf 	; 
	12209 	1988 	: 	316 	333.343 	; 
	12209 	5461 	: 	8.66667 	331.695 	; 
	12209 	5462 	: 	360 	331.389 	; 
	12209 	6770 	: 	0 	346.025 	; 
	12209 	11038 	: 	0 	336.547 	; 
	12210 	1988 	: 	0 	inf 	; 
	12210 	5461 	: 	0 	inf 	; 
	12210 	5462 	: 	0 	inf 	; 
	12210 	6770 	: 	0 	inf 	; 
	12210 	11038 	: 	0 	inf 	; 
	12211 	5040 	: 	120 	472.069 	; 
	12211 	5335 	: 	563.333 	461.832 	; 
	12211 	9283 	: 	487.333 	455.898 	; 
	12211 	10408 	: 	0 	458.474 	; 
	12211 	11215 	: 	161.333 	451.679 	; 
	12212 	5040 	: 	0 	inf 	; 
	12212 	5335 	: 	0 	inf 	; 
	12212 	9283 	: 	0 	inf 	; 
	12212 	10408 	: 	0 	inf 	; 
	12212 	11215 	: 	0 	inf 	; 
	12213 	343 	: 	24 	356.653 	; 
	12213 	4046 	: 	358.667 	336.946 	; 
	12213 	4238 	: 	330.667 	340.474 	; 
	12213 	5952 	: 	0 	360.201 	; 
	12213 	8392 	: 	0 	365.566 	; 
	12214 	343 	: 	0 	inf 	; 
	12214 	4046 	: 	0 	inf 	; 
	12214 	4238 	: 	0 	inf 	; 
	12214 	5952 	: 	0 	inf 	; 
	12214 	8392 	: 	0 	inf 	; 
	12215 	343 	: 	1196 	356.411 	; 
	12215 	672 	: 	0 	362.315 	; 
	12215 	5469 	: 	0 	364.379 	; 
	12215 	5952 	: 	0 	356.958 	; 
	12215 	8392 	: 	0 	360.401 	; 
	12216 	343 	: 	0 	inf 	; 
	12216 	672 	: 	0 	inf 	; 
	12216 	5469 	: 	0 	inf 	; 
	12216 	5952 	: 	0 	inf 	; 
	12216 	8392 	: 	0 	inf 	; 
	12217 	1141 	: 	0 	321.442 	; 
	12217 	5308 	: 	610.667 	309.179 	; 
	12217 	5466 	: 	0 	314.758 	; 
	12217 	6073 	: 	650 	312.986 	; 
	12217 	8536 	: 	0 	313.267 	; 
	12218 	1141 	: 	0 	inf 	; 
	12218 	5308 	: 	0 	inf 	; 
	12218 	5466 	: 	0 	inf 	; 
	12218 	6073 	: 	0 	inf 	; 
	12218 	8536 	: 	0 	inf 	; 
	12219 	5308 	: 	424 	341.639 	; 
	12219 	5466 	: 	0 	343.146 	; 
	12219 	6073 	: 	497.333 	341.673 	; 
	12219 	8536 	: 	26.6667 	341.551 	; 
	12219 	11215 	: 	21.3333 	351.469 	; 
	12220 	5308 	: 	0 	inf 	; 
	12220 	5466 	: 	0 	inf 	; 
	12220 	6073 	: 	0 	inf 	; 
	12220 	8536 	: 	0 	inf 	; 
	12220 	11215 	: 	0 	inf 	; 
	12221 	1393 	: 	0 	303.846 	; 
	12221 	4397 	: 	678.667 	306.235 	; 
	12221 	5040 	: 	845.333 	301.576 	; 
	12221 	8895 	: 	0 	308.562 	; 
	12221 	9586 	: 	0 	304.033 	; 
	12222 	1393 	: 	0 	inf 	; 
	12222 	4397 	: 	0 	inf 	; 
	12222 	5040 	: 	0 	inf 	; 
	12222 	8895 	: 	0 	inf 	; 
	12222 	9586 	: 	0 	inf 	; 
	12223 	5335 	: 	328 	209.949 	; 
	12223 	9283 	: 	242.667 	198.965 	; 
	12223 	10408 	: 	0 	201.501 	; 
	12223 	11212 	: 	43.3333 	194.255 	; 
	12223 	11215 	: 	34 	192.161 	; 
	12224 	5335 	: 	0 	inf 	; 
	12224 	9283 	: 	0 	inf 	; 
	12224 	10408 	: 	0 	inf 	; 
	12224 	11212 	: 	0 	inf 	; 
	12224 	11215 	: 	0 	inf 	; 
	12225 	5308 	: 	100.667 	275.072 	; 
	12225 	6073 	: 	0 	284.364 	; 
	12225 	7107 	: 	20 	277.958 	; 
	12225 	9116 	: 	499.333 	271.152 	; 
	12225 	10590 	: 	641.333 	268.641 	; 
	12226 	5308 	: 	0 	inf 	; 
	12226 	6073 	: 	0 	inf 	; 
	12226 	7107 	: 	0 	inf 	; 
	12226 	9116 	: 	0 	inf 	; 
	12226 	10590 	: 	0 	inf 	; 
	12227 	240 	: 	486.667 	230.166 	; 
	12227 	558 	: 	0 	233.093 	; 
	12227 	631 	: 	0 	241.388 	; 
	12227 	9116 	: 	459.333 	243.092 	; 
	12227 	10590 	: 	76 	241.062 	; 
	12228 	240 	: 	0 	inf 	; 
	12228 	558 	: 	0 	inf 	; 
	12228 	631 	: 	0 	inf 	; 
	12228 	9116 	: 	0 	inf 	; 
	12228 	10590 	: 	0 	inf 	; 
	12229 	2195 	: 	0 	183.695 	; 
	12229 	5308 	: 	112.667 	170.435 	; 
	12229 	7107 	: 	0 	150.184 	; 
	12229 	9116 	: 	558 	129.623 	; 
	12229 	10590 	: 	668.667 	127.22 	; 
	12230 	2195 	: 	0 	inf 	; 
	12230 	5308 	: 	0 	inf 	; 
	12230 	7107 	: 	0 	inf 	; 
	12230 	9116 	: 	0 	inf 	; 
	12230 	10590 	: 	0 	inf 	; 
	12231 	240 	: 	722.667 	85.7242 	; 
	12231 	558 	: 	0 	91.1056 	; 
	12231 	631 	: 	594 	102.543 	; 
	12231 	2336 	: 	0 	114.312 	; 
	12231 	5343 	: 	0 	107.495 	; 
	12232 	240 	: 	0 	inf 	; 
	12232 	558 	: 	0 	inf 	; 
	12232 	631 	: 	0 	inf 	; 
	12232 	2336 	: 	0 	inf 	; 
	12232 	5343 	: 	0 	inf 	; 
	12233 	20 	: 	196 	38.2275 	; 
	12233 	7521 	: 	0 	106.569 	; 
	12233 	9126 	: 	124 	38.217 	; 
	12233 	10946 	: 	0 	62.0968 	; 
	12233 	11569 	: 	1046.67 	39.7612 	; 
	12234 	20 	: 	0 	inf 	; 
	12234 	7521 	: 	0 	inf 	; 
	12234 	9126 	: 	0 	inf 	; 
	12234 	10946 	: 	0 	inf 	; 
	12234 	11569 	: 	0 	inf 	; 
	12235 	2888 	: 	0 	158.054 	; 
	12235 	6076 	: 	66 	152.514 	; 
	12235 	8931 	: 	70.6667 	138.749 	; 
	12235 	9738 	: 	914 	138.948 	; 
	12235 	10836 	: 	0 	165.79 	; 
	12236 	2888 	: 	0 	inf 	; 
	12236 	6076 	: 	0 	inf 	; 
	12236 	8931 	: 	0 	inf 	; 
	12236 	9738 	: 	0 	inf 	; 
	12236 	10836 	: 	0 	inf 	; 
	12237 	3903 	: 	0 	115.089 	; 
	12237 	4749 	: 	404.924 	117.472 	; 
	12237 	5322 	: 	248.667 	112.463 	; 
	12237 	6109 	: 	607.743 	121.596 	; 
	12237 	6548 	: 	1060.67 	114.058 	; 
	12238 	3903 	: 	0 	inf 	; 
	12238 	4749 	: 	0 	inf 	; 
	12238 	5322 	: 	0 	inf 	; 
	12238 	6109 	: 	0 	inf 	; 
	12238 	6548 	: 	0 	inf 	; 
	12239 	5901 	: 	14 	82.4894 	; 
